location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available
LOC-118,Forest Walk Babakan Siliwangi,Wisata Alam,"['Alam', 'Kuliner', 'Santai/Healing']",0.15,20.0,Netral,-6.8870113,107.6109441,0,0,07:00,17:00,120,Forest Walk Babakan Siliwangi adalah hutan kota di Tamansari dengan jalur pejalan kaki dari kayu sepanjang 2 km yang merupakan salah satu forest walk terpanjang di Asia Tenggara.,Gratis,Hutan kota,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.35,10.0,7.0,0.15,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-119,Taman Dewi Sartika,Taman Kota,"['Alam', 'Ramah Anak', 'Santai/Healing']",0.88,225.0,Sangat Positif,-6.9133997,107.6095152,0,0,00:00,23:59,60,Ruang terbuka hijau rindang bersejarah di kompleks Balai Kota Bandung yang dinamai dari pahlawan nasional perintis pendidikan perempuan.,Gratis,Ruang publik kota,"Ruang Publik, Santai, Jalan-jalan",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.671111111111111,207.0,9.0,0.88,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-120,Rumah Guguk,Wisata Satwa,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja']",0.3636363636363636,55.0,Positif,-6.8469616,107.5955585,70000,90000,10:00,17:00,90,Destinasi rekreasi unik dan ramah anak di Bandung yang menjadi surga para pencinta anjing untuk berinteraksi dengan puluhan ras anjing lucu.,Per Orang,Wisata hewan peliharaan,"Wisata, Umum, Menarik",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.7818181818181817,34.0,14.0,0.3636363636363636,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-121,NuArt Sculpture Park,Tempat Seni,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.9657701711491442,409.0,Sangat Positif,-6.8772419,107.5724908,50000,50000,08:30,17:00,90,NuArt Sculpture Park adalah kompleks seni dan galeri patung kontemporer seluas 3 hektar karya seniman Nyoman Nuarta (pencipta GWK Bali) yang menyajikan taman hijau asri dan studio kreatif.,Per Orang,Taman patung,"Edukasi, Sejarah, Budaya, Indoor",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.850855745721272,399.0,4.0,0.9657701711491442,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-122,Peta Park,Rekreasi Keluarga,"['Ramah Anak', 'Kuliner', 'Santai/Healing']",0.8571428571428571,14.0,Sangat Positif,-6.9317342,107.5883194,10000,15000,07:00,21:00,180,"Taman berlanskap yang rindang dengan kebun & air terjun kecil, plus area bermain & pedagang makanan.",Per Orang,Taman rekreasi,"Keluarga, Anak-anak, Wahana, Seru",07:00,21:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.642857142857143,13.0,1.0,0.8571428571428571,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-123,Museum Pendidikan Nasional UPI,Tempat Belajar,"['Alam', 'Edukasi', 'Kuliner']",0.7941176470588235,34.0,Sangat Positif,-6.8597725,107.5941677,5000,15000,08:00,15:00,90,"Museum Pendidikan Nasional UPI adalah museum lima lantai di kampus UPI Bandung yang melestarikan sejarah pendidikan Indonesia dari masa prasejarah hingga reformasi, serta berfungsi sebagai pusat penelitian.",Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",08:00,15:00,,,internet_research_verified,upi.edu (situs resmi museum),filled_from_reliable_source,seasonal_or_uncertain,Museum buka weekday (Sen-Jum) 09:00-15:00. Weekend hanya menerima kunjungan dengan reservasi khusus dan biaya tambahan. Jam weekend dikosongkan karena bersyarat.,4.588235294117647,28.0,1.0,0.7941176470588235,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-124,Museum Barli,Tempat Belajar,"['Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.7777777777777778,9.0,Sangat Positif,-6.8783934,107.5875219,25000,25000,10:00,17:00,90,"Koleksi lukisan & pahatan pribadi karya seniman lokal, serta kafe & restoran trendi.",Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.555555555555555,8.0,1.0,0.7777777777777778,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-125,Wot Batu,Tempat Seni,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.903846153846154,52.0,Sangat Positif,-6.8585391,107.6366148,50000,50000,10:00,16:30,90,Museum outdoor dengan taman Jepang & patung batu besar di lingkungan tenang.,Per Orang,Instalasi seni,"Edukasi, Sejarah, Budaya, Indoor",Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.75,49.0,2.0,0.903846153846154,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-126,Lawangwangi Creative Space,Tempat Seni,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.9464285714285714,560.0,Sangat Positif,-6.8476429,107.6275129,25000,200000,12:00,20:00,90,"Galeri seni kontemporer, ruang kreativitas & kafe dengan area duduk indoor/outdoor & pemandangan yang indah.",Per Orang,Ruang kreatif,"Edukasi, Sejarah, Budaya, Indoor",12:00,20:00,10:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.776785714285714,543.0,13.0,0.9464285714285714,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-127,Sarae Hills,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.5,46.0,Positif,-6.8436646,107.6242395,35000,35000,08:00,18:00,180,Sarae Hills di Lembang adalah destinasi wisata bertema keliling dunia yang menampilkan replika bangunan ikonik internasional seperti Menara Eiffel dan Sphinx dengan kafe panorama perbukitan.,Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:00,09:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.021739130434782,33.0,10.0,0.5,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-128,Observatorium Bosscha,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Santai/Healing', 'Wahana Ekstrem']",0.9074074074074074,54.0,Sangat Positif,-6.8244765,107.61602,50000,50000,08:00,17:00,90,"Observatorium Bosscha adalah observatorium astronomi tertua dan terbesar di Indonesia yang dikelola ITB di Lembang, memiliki teleskop Zeiss ikonik dan berstatus cagar budaya nasional sejak 2004.",Per Orang,Observatorium,"Wisata, Umum, Menarik",09:00,14:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.833333333333333,51.0,2.0,0.9074074074074074,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-129,Curug Dago,Wisata Alam,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.8823529411764706,51.0,Sangat Positif,-6.8654924,107.6181817,15000,15000,07:00,17:00,120,Curug Dago adalah air terjun setinggi 12 meter dari aliran Sungai Cikapundung di kawasan Tahura Djuanda yang menyimpan dua prasasti bersejarah peninggalan Raja Thailand abad ke-19.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.509803921568627,46.0,1.0,0.8823529411764706,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-130,Fairy Garden by The Lodge,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.7133891213389121,478.0,Sangat Positif,-6.8233175,107.6886132,25000,25000,08:00,18:00,180,"Fairy Garden by The Lodge adalah taman bermain bertema negeri dongeng di Lembang yang memadukan wahana edukatif anak, pertunjukan peri, dan spot foto ikonik di tengah hutan pinus.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.2887029288702925,379.0,38.0,0.7133891213389121,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-131,Cikole Jayagiri Resort,Penginapan Wisata,"['Alam', 'Ramah Anak', 'Wahana Ekstrem']",1.0,4.0,Sangat Positif,-6.7823255,107.650253,15000,25000,08:00,17:00,90,"Cikole Jayagiri Resort adalah resor wisata alam di hutan pinus Lembang yang menawarkan penginapan kabin kayu, area camping, interaksi dengan rusa, serta beragam wahana outbound.",Per Orang,Resort wisata,"Wisata, Umum, Menarik",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,5.0,4.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-132,Bird & Bromelia Pavilion,Wisata Satwa,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",-0.3076923076923077,26.0,Negatif,-6.8408955,107.6376637,35000,50000,09:00,17:00,90,Bird & Bromelia Pavilion di Pramestha Resort Town Lembang adalah taman burung edukatif yang memelihara sekitar 600 ekor burung dari berbagai spesies serta koleksi tanaman bromelia hias.,Per Orang,Taman burung,"Wisata, Umum, Menarik",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,2.4615384615384617,8.0,16.0,-0.3076923076923077,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-133,Punclut Bandung (Puncak Ciumbuleuit),Wisata Alam,['Umum'],0.0,0.0,,-6.8552,107.6116,0,0,08:00,00:00,120,Punclut (Puncak Ciumbuleuit) adalah kawasan wisata kuliner dan panorama di dataran tinggi Bandung yang menyajikan pemandangan city light malam hari dan spot foto instagramable perbukitan.,Gratis,Kawasan panorama,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,00:00,08:00,00:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-134,Bukit Bintang Bandung (Patahan Lembang),Wisata Alam,['Umum'],0.0,0.0,,-6.8219342,107.6623629,15000,25000,06:00,17:00,120,"Bukit Bintang Bandung di kawasan Cimenyan menawarkan panorama hutan pinus, jalur hiking menuju Patahan Lembang, serta pesona city light gemerlap Kota Bandung dari ketinggian 1.442 mdpl.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-135,Taman Main Mili-Mili & Hutan Mycelia,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Santai/Healing', 'Wahana Ekstrem']",0.7647058823529411,17.0,Sangat Positif,-6.7854682,107.6516053,50000,50000,18:00,22:00,180,"Taman Main Mili-Mili & Hutan Mycelia adalah wahana wisata malam interaktif di Grafika Cikole yang mengangkat tema peradaban jamur dengan instalasi cahaya, video mapping, dan treasure hunt di hutan pinus.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",18:00,22:00,18:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.411764705882353,15.0,2.0,0.7647058823529411,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-136,Tepi Danau,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7224409448818898,508.0,Sangat Positif,-6.8594685,107.4625265,20000,30000,06:00,18:00,120,"Danau buatan estetik bekas galian pasir di Kota Baru Parahyangan Padalarang yang menawarkan rekreasi perahu air, mini zoo, dan bersantai kuliner.",Per Orang,Tepi danau,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.289370078740157,413.0,46.0,0.7224409448818898,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-137,Rumah Belanda,Tempat Budaya,['Umum'],0.0,0.0,,-6.780124,107.7075748,25000,50000,08:00,17:00,90,"Rumah Belanda Lembang adalah destinasi wisata tematik bertema Negeri Kincir Angin di Maribaya yang menawarkan spot foto arsitektur Belanda, sewa kostum tradisional, dan kuliner khas Eropa.",Per Orang,Rumah tematik budaya,"Wisata, Umum, Menarik",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-138,Kebun Teh Sukawana,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.8690476190476191,252.0,Sangat Positif,-6.89556,107.58361,10000,10000,00:00,23:59,120,Perkebunan teh peninggalan kolonial di Parongpong Bandung Barat yang menawarkan panorama asri Gunung Burangrang dan sensasi tea walk menyegarkan.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.5,231.0,12.0,0.8690476190476191,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-139,Kawah Rengganis Ciwidey,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.6,50.0,Sangat Positif,-7.1724375,107.3766875,15000,100000,08:00,17:00,120,"Kawah Rengganis adalah kawah vulkanik di Rancabali yang menyuguhkan kolam rendam air panas alami, jembatan gantung ikonik Rengganis Suspension Bridge, dan wahana Keranjang Sultan.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.26,39.0,9.0,0.6,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-140,Rengganis Suspension Bridge,Wisata Petualangan,"['Alam', 'Ramah Anak', 'Spot Foto', 'Wahana Ekstrem']",1.0,19.0,Sangat Positif,-7.1735,107.374,70000,100000,07:00,17:00,90,Jembatan gantung spektakuler sepanjang 370 meter di Ciwidey yang menghubungkan area parkir ke destinasi pemandian air panas alami Kawah Rengganis.,Per Orang,Jembatan gantung,"Wisata, Umum, Menarik",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.947368421052632,19.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-141,Taman Wisata Bougenville,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Kuliner']",0.78125,32.0,Sangat Positif,-7.110494,107.601071,35000,35000,08:00,18:00,180,"Taman Wisata Bougenville di Gunung Puntang merupakan kawasan wisata alam yang menyuguhkan taman bunga, sungai Cigeureuh yang jernih, wahana flying fox, serta penginapan villa di ketinggian 1.200 mdpl.",Per Orang,Taman rekreasi alam,"Keluarga, Anak-anak, Wahana, Seru",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.5625,27.0,2.0,0.78125,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-142,Hejo Forest Ciwidey,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.7906976744186046,43.0,Sangat Positif,-7.143119,107.3912496,15000,250000,07:00,17:00,120,"Hejo Forest Ciwidey adalah kawasan camping dan glamping di lereng Gunung Patuha seluas 5,5 hektar yang menawarkan kolam rendam air panas alami di tengah suasana hutan sejuk bersuhu 12-16°C.",Per Orang,Hutan wisata,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.5813953488372094,37.0,3.0,0.7906976744186046,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-143,Driam Riverside,Penginapan Wisata,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.8867924528301887,53.0,Sangat Positif,-7.06826,107.4904614,15000,310000,08:00,17:00,90,"D'Riam Riverside Ciwidey adalah destinasi wisata tepi sungai di Pasirjambu yang memadukan penginapan, restoran, dan wahana petualangan alam seperti river tubing dan offroad dalam satu kawasan.",Per Orang,Resort wisata,"Wisata, Umum, Menarik",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.735849056603773,50.0,3.0,0.8867924528301887,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-144,Barusen Hills Ciwidey,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja']",0.6111111111111112,54.0,Sangat Positif,-7.1186146,107.5000118,25000,35000,08:00,17:00,180,Destinasi hiburan di kaki bukit dengan pusat akuatik dan taman di tengah panorama pegunungan yang indah.,Per Orang,Taman rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.074074074074074,42.0,9.0,0.6111111111111112,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-145,Palalangon Park,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.751412429378531,177.0,Sangat Positif,-7.1107391,107.4956463,15000,30000,07:30,16:30,180,Area rekreasi di lereng bukit dengan kolam renang outdoor & dek observasi dengan kreasi latar untuk selfie.,Per Orang,Taman rekreasi,"Keluarga, Anak-anak, Wahana, Seru",07:30,16:30,07:30,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.389830508474576,144.0,11.0,0.751412429378531,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-146,Taman Love Soreang,Rekreasi Keluarga,"['Alam', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.6,60.0,Sangat Positif,-7.0449031,107.5039119,25000,30000,08:00,18:00,180,"Taman Love Soreang adalah destinasi wisata bertema cinta di perbukitan Soreang yang menawarkan ornamen hati, kolam renang Aurora berbentuk hati, playground, serta panorama city light Kota Bandung.",Per Orang,Taman rekreasi keluarga,"Keluarga, Anak-anak, Wahana, Seru",07:00,20:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.2,44.0,8.0,0.6,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-147,Victory Waterpark Soreang,Wahana Air,"['Alam', 'Ramah Anak', 'Kuliner', 'Wahana Ekstrem']",0.3770491803278688,61.0,Positif,-7.0316564,107.5072181,40000,60000,08:00,17:00,90,"Taman bermain air keluarga di Soreang yang memiliki fasilitas kolam renang luas, kolam ombak, mandi busa, dan berbagai seluncuran seru.",Per Orang,Wahana air buatan,"Wisata, Umum, Menarik",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.6885245901639343,41.0,18.0,0.3770491803278688,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-148,Pesona Nirwana Waterpark,Wahana Air,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.6829268292682927,41.0,Sangat Positif,-7.0409974,107.5266339,40000,50000,09:00,17:00,90,"Taman wisata air seru dengan kolam renang, seluncur, & sungai mengapung santai, dilengkapi food court.",Per Orang,Wahana air buatan,"Wisata, Umum, Menarik",09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.2682926829268295,33.0,5.0,0.6829268292682927,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-149,Taman Wisata Alam Cimanggu,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.8846153846153846,26.0,Sangat Positif,-7.1453684,107.3912258,15000,15000,00:00,23:59,120,Taman Wisata Alam Cimanggu adalah kawasan pemandian air panas alami di ketinggian 1.100-1.500 mdpl dari sumber Gunung Patuha yang dipercaya berkhasiat mengandung mineral kalsium dan litium.,Per Orang,Taman wisata alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.653846153846154,24.0,1.0,0.8846153846153846,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-150,Southland Camp Ciwidey,Tempat Camping,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja']",1.0,10.0,Sangat Positif,-7.1425721,107.3921291,26000,26000,08:00,17:00,90,"Southland Camp Ciwidey adalah area perkemahan alam di hutan pinus Rancabali yang menyediakan fasilitas camping keluarga, api unggun, serta aneka wahana petualangan alam.",Per Orang,Camping ground,"Wisata, Umum, Menarik",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.3,10.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-151,Ecopark Curug Tilu Ciwidey,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.6480162767039674,983.0,Sangat Positif,-7.1499028,107.3757828,25000,40000,07:00,19:00,120,"Ecopark Curug Tilu adalah taman wisata keluarga ramah lingkungan di kebun teh Rancabali yang menampilkan tiga air terjun buatan estetik, Rainbow Slide, playground anak, dan penginapan Rumah Hobbit.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,19:00,07:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.171922685656154,763.0,126.0,0.6480162767039674,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-152,Kebun Teh Rancabali,Wisata Alam,['Umum'],0.0,0.0,,-7.111493,107.4152189,0,0,07:00,17:00,120,"Kebun Teh Rancabali merupakan perkebunan teh luas di ketinggian 1.650 mdpl yang menawarkan hamparan hijau fotogenik, wisata edukasi pabrik teh Walini, serta jalur tea walk di udara sejuk pegunungan.",Gratis,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-153,Perkebunan Teh Malabar,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.9632495164410058,517.0,Sangat Positif,-7.2029908,107.5911852,5000,15000,07:00,17:00,120,Perkebunan Teh Malabar di Pangalengan adalah salah satu perkebunan teh tertua di Indonesia seluas 2.022 hektar yang didirikan K.A.R. Bosscha pada 1896 dan menyimpan situs sejarah kolonial.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.843326885880077,501.0,3.0,0.9632495164410058,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-154,Kampung Singkur,Wisata Petualangan,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.9803921568627452,51.0,Sangat Positif,-7.1843442,107.5467251,10000,10000,08:00,17:00,90,"Kampung Singkur di Hutan Pinus Rahong, Pangalengan adalah destinasi wisata alam dan petualangan sungai yang menyuguhkan rafting di Sungai Palayangan, offroad, serta area camping hutan pinus.",Per Orang,Wisata sungai,"Wisata, Umum, Menarik",07:00,19:00,07:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.823529411764706,50.0,0.0,0.9803921568627452,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-155,Curug Panganten,Wisata Alam,['Umum'],0.0,0.0,,-6.8435086,107.5639385,5000,5000,07:00,17:00,120,Curug Panganten adalah air terjun kembar alami di Pangalengan yang namanya berarti 'pengantin' dalam bahasa Sunda karena dua alirannya yang berdampingan seperti sepasang pengantin.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-156,Gunung Artapela,Wisata Alam,"['Alam', 'Spot Foto', 'Edukasi']",1.0,9.0,Sangat Positif,-7.178754,107.6492849,15000,15000,00:00,23:59,120,Gunung tidak aktif setinggi 2.194 mdpl di Kertasari Kabupaten Bandung yang memiliki area puncak Sulibra yang luas dan dikenal ramah pendaki pemula.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.777777777777778,9.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
